cl_fa,cl_sl,op_fa,op_sl
1.8956469446386e-05,1.96134947508392e-05,1.05758253545924e-05,1.18096607638398e-05
9.39002724582666e-06,1.02297546884347e-05,6.7139858202377e-07,1.25695937341397e-06
6.27897693725952e-06,7.15347836929783e-06,2.8978276172424e-06,2.3202483825789e-06
6.66658474503167e-06,7.03001048434563e-06,2.43252338014625e-06,2.16045863157997e-06
5.50780384808079e-06,6.14172537433458e-06,1.47786885624444e-06,1.54282627953481e-06
3.6508429401275e-06,4.23030784728253e-06,3.01266386696197e-06,3.43714833681901e-06
1.54215775190112e-07,1.1918721902193e-07,2.41947317939734e-08,3.41414839482217e-08
3.46975682495203e-06,3.99967805789472e-06,5.29815285103737e-06,5.37827220044248e-06
1.08788538863526e-05,9.99921211940607e-06,5.98434975314664e-06,7.22200235354094e-06
1.88958098296523e-05,1.79178944585636e-05,6.76317175312553e-06,6.04004133540854e-06
4.09175592370335e-06,3.90726742098132e-06,5.00038939836827e-06,5.31019500346104e-06
1.1749273622497e-05,1.17090924682322e-05,8.06028308113918e-06,5.75076181592681e-06
4.30140833167423e-06,4.26351088438108e-06,1.65374249148301e-06,9.16852436046532e-07
5.34828924338966e-07,5.71483228473449e-07,1.49083225613332e-06,1.63263121977107e-06
2.47240375217345e-06,2.3227288234002e-06,2.58036684255563e-06,2.7288690474647e-06
4.16038733990232e-06,4.10068381729245e-06,1.94007997148286e-06,1.85308176965206e-06
7.78545187451596e-06,8.72684828578538e-06,1.88158575862124e-06,1.60987381747325e-06
4.77472780244739e-06,3.02740083561574e-06,2.2939007206335e-06,2.0527644998841e-06
3.37380897933737e-06,3.06538505949951e-06,1.08640540083081e-06,9.89660630802074e-07
5.66611092016351e-06,4.30718727667585e-06,7.9881488753236e-07,6.37932897137561e-07
2.35197365466279e-06,2.58666194569982e-06,1.39588293599283e-06,1.16032176203283e-06
4.85115642261976e-06,5.56640746715369e-06,3.6318475492714e-06,3.33691354292549e-06
6.47950751469818e-06,6.04379732056077e-06,9.51616212282747e-07,1.02860164556695e-06
1.3717582672625e-06,8.36970514376561e-07,1.97296440447355e-07,3.28793450213745e-07
5.90064844293629e-06,6.02161931829428e-06,1.08331465598685e-06,1.38837100843343e-06
9.65650806505628e-06,8.0998307605614e-06,8.76795295992234e-06,7.18233718596904e-06
5.21204108831352e-06,5.44954878550158e-06,2.94464148589219e-06,2.26094385125732e-06
1.17920495546153e-05,1.28839500462953e-05,2.46128201583652e-06,2.0546118330776e-06
5.6532728568378e-06,5.28429771641191e-06,1.04383574720106e-06,1.24296928127372e-06
1.33422556954398e-05,1.0501072461356e-05,7.79772358162023e-06,8.50207514131476e-06
1.87790251177588e-05,1.47600464783438e-05,6.73806007051787e-06,6.93438738068028e-06
2.24898690109253e-05,1.96206326546098e-05,9.66121755584788e-06,7.68093494636105e-06
1.7587206313545e-05,1.65912639156471e-05,6.95791608862584e-06,6.41129517903741e-06
